"Fleet","Fleet_name","Area","Seas","Obs","Exp","SE","SE_input","year","model_run","iteration","scenario"
1,"Comm",1,1,1,68.1543,0.1,0.1,23,"om","2","opaka-sim"
1,"Comm",1,1,1,63.6236,0.1,0.1,24,"om","2","opaka-sim"
1,"Comm",1,1,1,59.1685,0.1,0.1,25,"om","2","opaka-sim"
1,"Comm",1,1,1,54.2232,0.1,0.1,26,"om","2","opaka-sim"
1,"Comm",1,1,1,51.3718,0.1,0.1,27,"om","2","opaka-sim"
1,"Comm",1,1,1,48.2607,0.1,0.1,28,"om","2","opaka-sim"
1,"Comm",1,1,1,44.9484,0.1,0.1,29,"om","2","opaka-sim"
1,"Comm",1,1,1,41.5946,0.1,0.1,30,"om","2","opaka-sim"
1,"Comm",1,1,1,41.2985,0.1,0.1,31,"om","2","opaka-sim"
1,"Comm",1,1,1,42.6643,0.1,0.1,32,"om","2","opaka-sim"
1,"Comm",1,1,1,50.2346,0.1,0.1,33,"om","2","opaka-sim"
1,"Comm",1,1,1,49.2898,0.1,0.1,34,"om","2","opaka-sim"
1,"Comm",1,1,1,46.6152,0.1,0.1,35,"om","2","opaka-sim"
1,"Comm",1,1,1,43.7988,0.1,0.1,36,"om","2","opaka-sim"
1,"Comm",1,1,1,39.3296,0.1,0.1,37,"om","2","opaka-sim"
1,"Comm",1,1,1,35.8027,0.1,0.1,38,"om","2","opaka-sim"
1,"Comm",1,1,1,33.5533,0.1,0.1,39,"om","2","opaka-sim"
1,"Comm",1,1,1,34.7406,0.1,0.1,40,"om","2","opaka-sim"
1,"Comm",1,1,1,37.7571,0.1,0.1,41,"om","2","opaka-sim"
1,"Comm",1,1,1,40.9237,0.1,0.1,42,"om","2","opaka-sim"
1,"Comm",1,1,1,40.191,0.1,0.1,43,"om","2","opaka-sim"
1,"Comm",1,1,1,37.4743,0.1,0.1,44,"om","2","opaka-sim"
1,"Comm",1,1,1,35.2975,0.1,0.1,45,"om","2","opaka-sim"
1,"Comm",1,1,1,34.1965,0.1,0.1,46,"om","2","opaka-sim"
1,"Comm",1,1,1,37.4007,0.1,0.1,47,"om","2","opaka-sim"
1,"Comm",1,1,1,39.0272,0.1,0.1,48,"om","2","opaka-sim"
1,"Comm",1,1,1,39.9558,0.1,0.1,49,"om","2","opaka-sim"
1,"Comm",1,1,1,39.5229,0.1,0.1,50,"om","2","opaka-sim"
1,"Comm",1,1,1,42.7653,0.1,0.1,51,"om","2","opaka-sim"
1,"Comm",1,1,1,45.0064,0.1,0.1,52,"om","2","opaka-sim"
1,"Comm",1,1,1,45.9727,0.1,0.1,53,"om","2","opaka-sim"
1,"Comm",1,1,1,44.8061,0.1,0.1,54,"om","2","opaka-sim"
1,"Comm",1,1,1,42.7474,0.1,0.1,55,"om","2","opaka-sim"
1,"Comm",1,1,1,44.4424,0.1,0.1,56,"om","2","opaka-sim"
1,"Comm",1,1,1,45.3465,0.1,0.1,57,"om","2","opaka-sim"
1,"Comm",1,1,1,43.5895,0.1,0.1,58,"om","2","opaka-sim"
1,"Comm",1,1,1,42.9884,0.1,0.1,59,"om","2","opaka-sim"
1,"Comm",1,1,1,45.5979,0.1,0.1,60,"om","2","opaka-sim"
1,"Comm",1,1,1,46.8723,0.1,0.1,61,"om","2","opaka-sim"
1,"Comm",1,1,1,50.0562,0.1,0.1,62,"om","2","opaka-sim"
1,"Comm",1,1,1,49.3949,0.1,0.1,63,"om","2","opaka-sim"
1,"Comm",1,1,1,48.0463,0.1,0.1,64,"om","2","opaka-sim"
1,"Comm",1,1,1,45.3668,0.1,0.1,65,"om","2","opaka-sim"
1,"Comm",1,1,1,43.6113,0.1,0.1,66,"om","2","opaka-sim"
1,"Comm",1,1,1,44.0142,0.1,0.1,67,"om","2","opaka-sim"
1,"Comm",1,1,1,43.3709,0.1,0.1,68,"om","2","opaka-sim"
1,"Comm",1,1,1,44.3543,0.1,0.1,69,"om","2","opaka-sim"
1,"Comm",1,1,1,45.6574,0.1,0.1,70,"om","2","opaka-sim"
1,"Comm",1,1,1,46.8618,0.1,0.1,71,"om","2","opaka-sim"
1,"Comm",1,1,1,46.911,0.1,0.1,72,"om","2","opaka-sim"
1,"Comm",1,1,1,48.0796,0.1,0.1,73,"om","2","opaka-sim"
1,"Comm",1,1,1,50.0583,0.1,0.1,74,"om","2","opaka-sim"
1,"Comm",1,1,1,51.2777,0.1,0.1,75,"om","2","opaka-sim"
3,"ResFish",1,1,1,1.64762,0.1,0.1,69,"om","2","opaka-sim"
3,"ResFish",1,1,1,1.73122,0.1,0.1,70,"om","2","opaka-sim"
3,"ResFish",1,1,1,1.72101,0.1,0.1,71,"om","2","opaka-sim"
3,"ResFish",1,1,1,1.71643,0.1,0.1,72,"om","2","opaka-sim"
3,"ResFish",1,1,1,1.78752,0.1,0.1,73,"om","2","opaka-sim"
3,"ResFish",1,1,1,1.94506,0.1,0.1,74,"om","2","opaka-sim"
3,"ResFish",1,1,1,1.95706,0.1,0.1,75,"om","2","opaka-sim"
1,"Comm",1,1,135.155,102.913,0.13,0.13,1,"em","3","opaka-sim"
1,"Comm",1,1,95.2692,101.201,0.13,0.13,2,"em","3","opaka-sim"
1,"Comm",1,1,101.182,97.8267,0.13,0.13,3,"em","3","opaka-sim"
1,"Comm",1,1,100.186,92.4702,0.13,0.13,4,"em","3","opaka-sim"
1,"Comm",1,1,83.1966,85.6355,0.13,0.13,5,"em","3","opaka-sim"
1,"Comm",1,1,60.0612,78.1366,0.13,0.13,6,"em","3","opaka-sim"
1,"Comm",1,1,71.4655,72.5502,0.13,0.13,7,"em","3","opaka-sim"
1,"Comm",1,1,53.7669,68.7872,0.13,0.13,8,"em","3","opaka-sim"
1,"Comm",1,1,71.8886,65.9792,0.13,0.13,9,"em","3","opaka-sim"
1,"Comm",1,1,59.3349,64.1349,0.13,0.13,10,"em","3","opaka-sim"
1,"Comm",1,1,63.8448,62.7402,0.13,0.13,11,"em","3","opaka-sim"
1,"Comm",1,1,62.1422,60.9343,0.13,0.13,12,"em","3","opaka-sim"
1,"Comm",1,1,55.5163,58.7461,0.13,0.13,13,"em","3","opaka-sim"
1,"Comm",1,1,54.5013,57.0221,0.13,0.13,14,"em","3","opaka-sim"
1,"Comm",1,1,57.0107,56.1285,0.13,0.13,15,"em","3","opaka-sim"
1,"Comm",1,1,52.9199,55.6809,0.13,0.13,16,"em","3","opaka-sim"
1,"Comm",1,1,53.0638,55.2451,0.13,0.13,17,"em","3","opaka-sim"
1,"Comm",1,1,67.8887,53.7667,0.13,0.13,18,"em","3","opaka-sim"
1,"Comm",1,1,51.1311,51.1105,0.13,0.13,19,"em","3","opaka-sim"
1,"Comm",1,1,49.2691,48.1071,0.13,0.13,20,"em","3","opaka-sim"
1,"Comm",1,1,46.5332,45.0337,0.13,0.13,21,"em","3","opaka-sim"
1,"Comm",1,1,47.0307,42.0255,0.13,0.13,22,"em","3","opaka-sim"
1,"Comm",1,1,29.7884,39.2894,0.13,0.13,23,"em","3","opaka-sim"
1,"Comm",1,1,35.888,37.4385,0.13,0.13,24,"em","3","opaka-sim"
1,"Comm",1,1,41.709,36.0685,0.13,0.13,25,"em","3","opaka-sim"
1,"Comm",1,1,34.1201,34.3911,0.13,0.13,26,"em","3","opaka-sim"
1,"Comm",1,1,28.2646,33.3108,0.13,0.13,27,"em","3","opaka-sim"
1,"Comm",1,1,34.717,33.8094,0.13,0.13,28,"em","3","opaka-sim"
1,"Comm",1,1,35.432,34.8603,0.13,0.13,29,"em","3","opaka-sim"
1,"Comm",1,1,35.3833,35.6587,0.13,0.13,30,"em","3","opaka-sim"
1,"Comm",1,1,39.2748,36.3772,0.13,0.13,31,"em","3","opaka-sim"
1,"Comm",1,1,33.8007,37.0433,0.13,0.13,32,"em","3","opaka-sim"
1,"Comm",1,1,37.0332,37.5833,0.13,0.13,33,"em","3","opaka-sim"
1,"Comm",1,1,37.8914,38.6143,0.13,0.13,34,"em","3","opaka-sim"
1,"Comm",1,1,37.9748,40.108,0.13,0.13,35,"em","3","opaka-sim"
1,"Comm",1,1,40.9317,41.684,0.13,0.13,36,"em","3","opaka-sim"
1,"Comm",1,1,50.5877,42.5327,0.13,0.13,37,"em","3","opaka-sim"
1,"Comm",1,1,40.0178,41.3887,0.13,0.13,38,"em","3","opaka-sim"
1,"Comm",1,1,40.5666,39.717,0.13,0.13,39,"em","3","opaka-sim"
1,"Comm",1,1,42.0009,38.4888,0.13,0.13,40,"em","3","opaka-sim"
1,"Comm",1,1,32.0992,36.952,0.13,0.13,41,"em","3","opaka-sim"
1,"Comm",1,1,33.0535,36.0903,0.13,0.13,42,"em","3","opaka-sim"
1,"Comm",1,1,44.7246,36.0611,0.13,0.13,43,"em","3","opaka-sim"
1,"Comm",1,1,35.1136,34.4583,0.13,0.13,44,"em","3","opaka-sim"
1,"Comm",1,1,31.9375,32.3839,0.13,0.13,45,"em","3","opaka-sim"
1,"Comm",1,1,27.0997,31.1437,0.13,0.13,46,"em","3","opaka-sim"
1,"Comm",1,1,35.7458,30.0741,0.13,0.13,47,"em","3","opaka-sim"
1,"Comm",1,1,29.727,28.6755,0.13,0.13,48,"em","3","opaka-sim"
1,"Comm",1,1,24.5894,27.9547,0.13,0.13,49,"em","3","opaka-sim"
1,"Comm",1,1,23.8701,28.5797,0.13,0.13,50,"em","3","opaka-sim"
1,"Comm",1,1,33.9128,29.8403,0.13,0.13,51,"em","3","opaka-sim"
1,"Comm",1,1,29.3962,30.3105,0.13,0.13,52,"em","3","opaka-sim"
1,"Comm",1,1,28.5397,30.6925,0.13,0.13,53,"em","3","opaka-sim"
1,"Comm",1,1,30.7407,31.9072,0.13,0.13,54,"em","3","opaka-sim"
1,"Comm",1,1,37.3933,33.402,0.13,0.13,55,"em","3","opaka-sim"
1,"Comm",1,1,36.29,34.2859,0.13,0.13,56,"em","3","opaka-sim"
1,"Comm",1,1,38.4085,34.6997,0.13,0.13,57,"em","3","opaka-sim"
1,"Comm",1,1,35.2406,34.1475,0.13,0.13,58,"em","3","opaka-sim"
1,"Comm",1,1,32.3993,33.3083,0.13,0.13,59,"em","3","opaka-sim"
1,"Comm",1,1,28.0571,33.372,0.13,0.13,60,"em","3","opaka-sim"
1,"Comm",1,1,33.1952,36.0865,0.13,0.13,61,"em","3","opaka-sim"
1,"Comm",1,1,41.6049,38.8377,0.13,0.13,62,"em","3","opaka-sim"
1,"Comm",1,1,54.4378,41.7425,0.13,0.13,63,"em","3","opaka-sim"
1,"Comm",1,1,43.1531,42.6674,0.13,0.13,64,"em","3","opaka-sim"
1,"Comm",1,1,42.7529,43.0541,0.13,0.13,65,"em","3","opaka-sim"
1,"Comm",1,1,37.0362,44.6827,0.13,0.13,66,"em","3","opaka-sim"
1,"Comm",1,1,49.8034,46.8077,0.13,0.13,67,"em","3","opaka-sim"
1,"Comm",1,1,53.36,48.3888,0.13,0.13,68,"em","3","opaka-sim"
1,"Comm",1,1,39.6557,51.4996,0.13,0.13,69,"em","3","opaka-sim"
1,"Comm",1,1,54.3601,54.454,0.13,0.13,70,"em","3","opaka-sim"
1,"Comm",1,1,64.9097,56.2109,0.13,0.13,71,"em","3","opaka-sim"
1,"Comm",1,1,60.5067,56.8699,0.13,0.13,72,"em","3","opaka-sim"
1,"Comm",1,1,62.3206,56.9454,0.13,0.13,73,"em","3","opaka-sim"
1,"Comm",1,1,54.0905,55.7846,0.13,0.13,74,"em","3","opaka-sim"
1,"Comm",1,1,58.7979,54.8329,0.13,0.13,75,"em","3","opaka-sim"
3,"ResFish",1,1,1.5129,1.76481,0.25,0.25,69,"em","3","opaka-sim"
3,"ResFish",1,1,3.07971,1.86865,0.25,0.25,70,"em","3","opaka-sim"
3,"ResFish",1,1,0.945402,1.8367,0.25,0.25,71,"em","3","opaka-sim"
3,"ResFish",1,1,2.04905,1.7302,0.25,0.25,72,"em","3","opaka-sim"
3,"ResFish",1,1,2.28084,1.61502,0.25,0.25,73,"em","3","opaka-sim"
3,"ResFish",1,1,1.16311,1.57413,0.25,0.25,74,"em","3","opaka-sim"
3,"ResFish",1,1,1.69028,1.51909,0.25,0.25,75,"em","3","opaka-sim"
1,"Comm",1,1,1,91.866,0.1,0.1,1,"om","3","opaka-sim"
1,"Comm",1,1,1,90.2648,0.1,0.1,2,"om","3","opaka-sim"
1,"Comm",1,1,1,87.3592,0.1,0.1,3,"om","3","opaka-sim"
1,"Comm",1,1,1,83.4779,0.1,0.1,4,"om","3","opaka-sim"
1,"Comm",1,1,1,78.0752,0.1,0.1,5,"om","3","opaka-sim"
1,"Comm",1,1,1,73.6664,0.1,0.1,6,"om","3","opaka-sim"
1,"Comm",1,1,1,67.8059,0.1,0.1,7,"om","3","opaka-sim"
1,"Comm",1,1,1,63.6946,0.1,0.1,8,"om","3","opaka-sim"
1,"Comm",1,1,1,61.6303,0.1,0.1,9,"om","3","opaka-sim"
1,"Comm",1,1,1,59.9933,0.1,0.1,10,"om","3","opaka-sim"
1,"Comm",1,1,1,59.1452,0.1,0.1,11,"om","3","opaka-sim"
1,"Comm",1,1,1,61.2459,0.1,0.1,12,"om","3","opaka-sim"
1,"Comm",1,1,1,60.5224,0.1,0.1,13,"om","3","opaka-sim"
1,"Comm",1,1,1,59.1519,0.1,0.1,14,"om","3","opaka-sim"
1,"Comm",1,1,1,55.7996,0.1,0.1,15,"om","3","opaka-sim"
1,"Comm",1,1,1,53.9101,0.1,0.1,16,"om","3","opaka-sim"
1,"Comm",1,1,1,57.0065,0.1,0.1,17,"om","3","opaka-sim"
1,"Comm",1,1,1,55.301,0.1,0.1,18,"om","3","opaka-sim"
1,"Comm",1,1,1,51.5059,0.1,0.1,19,"om","3","opaka-sim"
1,"Comm",1,1,1,48.1761,0.1,0.1,20,"om","3","opaka-sim"
1,"Comm",1,1,1,44.4538,0.1,0.1,21,"om","3","opaka-sim"
1,"Comm",1,1,1,41.4185,0.1,0.1,22,"om","3","opaka-sim"
1,"Comm",1,1,1,39.0564,0.1,0.1,23,"om","3","opaka-sim"
1,"Comm",1,1,1,39.7336,0.1,0.1,24,"om","3","opaka-sim"
1,"Comm",1,1,1,39.3304,0.1,0.1,25,"om","3","opaka-sim"
1,"Comm",1,1,1,37.9422,0.1,0.1,26,"om","3","opaka-sim"
1,"Comm",1,1,1,36.5641,0.1,0.1,27,"om","3","opaka-sim"
1,"Comm",1,1,1,35.519,0.1,0.1,28,"om","3","opaka-sim"
1,"Comm",1,1,1,34.2224,0.1,0.1,29,"om","3","opaka-sim"
1,"Comm",1,1,1,33.1819,0.1,0.1,30,"om","3","opaka-sim"
1,"Comm",1,1,1,33.4258,0.1,0.1,31,"om","3","opaka-sim"
1,"Comm",1,1,1,34.2002,0.1,0.1,32,"om","3","opaka-sim"
1,"Comm",1,1,1,36.0314,0.1,0.1,33,"om","3","opaka-sim"
1,"Comm",1,1,1,35.1682,0.1,0.1,34,"om","3","opaka-sim"
1,"Comm",1,1,1,38.9197,0.1,0.1,35,"om","3","opaka-sim"
1,"Comm",1,1,1,43.2933,0.1,0.1,36,"om","3","opaka-sim"
1,"Comm",1,1,1,45.1961,0.1,0.1,37,"om","3","opaka-sim"
1,"Comm",1,1,1,42.6843,0.1,0.1,38,"om","3","opaka-sim"
1,"Comm",1,1,1,38.8418,0.1,0.1,39,"om","3","opaka-sim"
1,"Comm",1,1,1,37.08,0.1,0.1,40,"om","3","opaka-sim"
1,"Comm",1,1,1,36.4777,0.1,0.1,41,"om","3","opaka-sim"
1,"Comm",1,1,1,37.3335,0.1,0.1,42,"om","3","opaka-sim"
1,"Comm",1,1,1,37.4183,0.1,0.1,43,"om","3","opaka-sim"
1,"Comm",1,1,1,35.711,0.1,0.1,44,"om","3","opaka-sim"
1,"Comm",1,1,1,33.3811,0.1,0.1,45,"om","3","opaka-sim"
1,"Comm",1,1,1,31.3893,0.1,0.1,46,"om","3","opaka-sim"
1,"Comm",1,1,1,30.396,0.1,0.1,47,"om","3","opaka-sim"
1,"Comm",1,1,1,29.4248,0.1,0.1,48,"om","3","opaka-sim"
1,"Comm",1,1,1,28.1034,0.1,0.1,49,"om","3","opaka-sim"
1,"Comm",1,1,1,27.8605,0.1,0.1,50,"om","3","opaka-sim"
1,"Comm",1,1,1,30.156,0.1,0.1,51,"om","3","opaka-sim"
1,"Comm",1,1,1,30.167,0.1,0.1,52,"om","3","opaka-sim"
1,"Comm",1,1,1,30.4845,0.1,0.1,53,"om","3","opaka-sim"
1,"Comm",1,1,1,30.6521,0.1,0.1,54,"om","3","opaka-sim"
1,"Comm",1,1,1,31.3548,0.1,0.1,55,"om","3","opaka-sim"
1,"Comm",1,1,1,32.2911,0.1,0.1,56,"om","3","opaka-sim"
1,"Comm",1,1,1,35.5828,0.1,0.1,57,"om","3","opaka-sim"
1,"Comm",1,1,1,35.9029,0.1,0.1,58,"om","3","opaka-sim"
1,"Comm",1,1,1,36.6024,0.1,0.1,59,"om","3","opaka-sim"
1,"Comm",1,1,1,37.522,0.1,0.1,60,"om","3","opaka-sim"
1,"Comm",1,1,1,38.3902,0.1,0.1,61,"om","3","opaka-sim"
1,"Comm",1,1,1,38.9205,0.1,0.1,62,"om","3","opaka-sim"
1,"Comm",1,1,1,42.0886,0.1,0.1,63,"om","3","opaka-sim"
1,"Comm",1,1,1,43.858,0.1,0.1,64,"om","3","opaka-sim"
1,"Comm",1,1,1,44.2464,0.1,0.1,65,"om","3","opaka-sim"
1,"Comm",1,1,1,45.2126,0.1,0.1,66,"om","3","opaka-sim"
1,"Comm",1,1,1,47.1296,0.1,0.1,67,"om","3","opaka-sim"
1,"Comm",1,1,1,48.5539,0.1,0.1,68,"om","3","opaka-sim"
1,"Comm",1,1,1,51.6621,0.1,0.1,69,"om","3","opaka-sim"
1,"Comm",1,1,1,53.8197,0.1,0.1,70,"om","3","opaka-sim"
1,"Comm",1,1,1,55.1747,0.1,0.1,71,"om","3","opaka-sim"
1,"Comm",1,1,1,55.9111,0.1,0.1,72,"om","3","opaka-sim"
1,"Comm",1,1,1,55.8404,0.1,0.1,73,"om","3","opaka-sim"
1,"Comm",1,1,1,54.7053,0.1,0.1,74,"om","3","opaka-sim"
1,"Comm",1,1,1,53.5486,0.1,0.1,75,"om","3","opaka-sim"
3,"ResFish",1,1,1,2.07898,0.1,0.1,69,"om","3","opaka-sim"
3,"ResFish",1,1,1,2.15335,0.1,0.1,70,"om","3","opaka-sim"
3,"ResFish",1,1,1,2.09378,0.1,0.1,71,"om","3","opaka-sim"
3,"ResFish",1,1,1,1.99194,0.1,0.1,72,"om","3","opaka-sim"
3,"ResFish",1,1,1,1.86268,0.1,0.1,73,"om","3","opaka-sim"
3,"ResFish",1,1,1,1.7824,0.1,0.1,74,"om","3","opaka-sim"
3,"ResFish",1,1,1,1.71653,0.1,0.1,75,"om","3","opaka-sim"
1,"Comm",1,1,79.4088,97.0189,0.13,0.13,1,"em","4","opaka-sim"
1,"Comm",1,1,96.9548,94.7931,0.13,0.13,2,"em","4","opaka-sim"
1,"Comm",1,1,98.1385,91.9119,0.13,0.13,3,"em","4","opaka-sim"
1,"Comm",1,1,66.8698,88.7189,0.13,0.13,4,"em","4","opaka-sim"
1,"Comm",1,1,83.2319,87.5914,0.13,0.13,5,"em","4","opaka-sim"
1,"Comm",1,1,82.4288,87.1534,0.13,0.13,6,"em","4","opaka-sim"
1,"Comm",1,1,81.7913,86.0322,0.13,0.13,7,"em","4","opaka-sim"
1,"Comm",1,1,77.2938,87.8594,0.13,0.13,8,"em","4","opaka-sim"
1,"Comm",1,1,100.862,92.7989,0.13,0.13,9,"em","4","opaka-sim"
1,"Comm",1,1,102.001,94.5883,0.13,0.13,10,"em","4","opaka-sim"
1,"Comm",1,1,104.543,93.48,0.13,0.13,11,"em","4","opaka-sim"
1,"Comm",1,1,95.9745,91.0454,0.13,0.13,12,"em","4","opaka-sim"
1,"Comm",1,1,92.1208,87.5523,0.13,0.13,13,"em","4","opaka-sim"
1,"Comm",1,1,87.6904,83.264,0.13,0.13,14,"em","4","opaka-sim"
1,"Comm",1,1,83.2317,78.0949,0.13,0.13,15,"em","4","opaka-sim"
1,"Comm",1,1,68.714,72.5807,0.13,0.13,16,"em","4","opaka-sim"
1,"Comm",1,1,82.0232,67.2913,0.13,0.13,17,"em","4","opaka-sim"
1,"Comm",1,1,65.6304,62.1312,0.13,0.13,18,"em","4","opaka-sim"
1,"Comm",1,1,53.2623,57.3178,0.13,0.13,19,"em","4","opaka-sim"
1,"Comm",1,1,53.0302,53.2515,0.13,0.13,20,"em","4","opaka-sim"
1,"Comm",1,1,45.2696,50.072,0.13,0.13,21,"em","4","opaka-sim"
1,"Comm",1,1,34.2522,48.1435,0.13,0.13,22,"em","4","opaka-sim"
1,"Comm",1,1,51.7447,47.8738,0.13,0.13,23,"em","4","opaka-sim"
1,"Comm",1,1,51.6676,47.6493,0.13,0.13,24,"em","4","opaka-sim"
1,"Comm",1,1,48.8443,46.8616,0.13,0.13,25,"em","4","opaka-sim"
1,"Comm",1,1,40.4262,45.5491,0.13,0.13,26,"em","4","opaka-sim"
1,"Comm",1,1,54.2695,44.122,0.13,0.13,27,"em","4","opaka-sim"
1,"Comm",1,1,41.2931,42.304,0.13,0.13,28,"em","4","opaka-sim"
1,"Comm",1,1,44.4248,40.4325,0.13,0.13,29,"em","4","opaka-sim"
1,"Comm",1,1,38.5993,38.5195,0.13,0.13,30,"em","4","opaka-sim"
1,"Comm",1,1,33.1664,37.133,0.13,0.13,31,"em","4","opaka-sim"
1,"Comm",1,1,32.5731,36.7211,0.13,0.13,32,"em","4","opaka-sim"
1,"Comm",1,1,32.7641,37.2114,0.13,0.13,33,"em","4","opaka-sim"
1,"Comm",1,1,46.6954,38.494,0.13,0.13,34,"em","4","opaka-sim"
1,"Comm",1,1,39.1521,38.6943,0.13,0.13,35,"em","4","opaka-sim"
1,"Comm",1,1,42.8671,38.2885,0.13,0.13,36,"em","4","opaka-sim"
1,"Comm",1,1,33.4685,37.4025,0.13,0.13,37,"em","4","opaka-sim"
1,"Comm",1,1,38.5634,36.2336,0.13,0.13,38,"em","4","opaka-sim"
1,"Comm",1,1,33.9579,34.9718,0.13,0.13,39,"em","4","opaka-sim"
1,"Comm",1,1,30.0324,33.9562,0.13,0.13,40,"em","4","opaka-sim"
1,"Comm",1,1,37.736,33.255,0.13,0.13,41,"em","4","opaka-sim"
1,"Comm",1,1,32.9721,32.004,0.13,0.13,42,"em","4","opaka-sim"
1,"Comm",1,1,34.384,30.6521,0.13,0.13,43,"em","4","opaka-sim"
1,"Comm",1,1,30.6457,29.6908,0.13,0.13,44,"em","4","opaka-sim"
1,"Comm",1,1,24.3942,28.9911,0.13,0.13,45,"em","4","opaka-sim"
1,"Comm",1,1,26.9007,29.2149,0.13,0.13,46,"em","4","opaka-sim"
1,"Comm",1,1,28.2815,30.7671,0.13,0.13,47,"em","4","opaka-sim"
1,"Comm",1,1,40.4636,32.5697,0.13,0.13,48,"em","4","opaka-sim"
1,"Comm",1,1,28.1491,33.3534,0.13,0.13,49,"em","4","opaka-sim"
1,"Comm",1,1,35.936,34.0042,0.13,0.13,50,"em","4","opaka-sim"
